orig_avg_precision,n_estimators,mean_ap,std_ap,params_json,aps_json
0.6689614422037214,400,0.6697833227880404,0.001635325539557704,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""max_depth"": 14, ""max_features"": 0.7, ""max_samples"": 0.5, ""min_samples_leaf"": 10, ""min_samples_split"": 20}","[0.6698992244581266, 0.6685688770251257, 0.6729072857162477, 0.6685797845369805, 0.6689614422037214]"
0.6637236299275372,400,0.6655847469169577,0.0030641630256017043,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""max_depth"": 18, ""max_features"": 0.7, ""max_samples"": 0.5, ""min_samples_leaf"": 20, ""min_samples_split"": 20}","[0.6677852620140265, 0.6704527196698469, 0.6621492148259014, 0.6638129081474766, 0.6637236299275372]"
0.6674342045837917,400,0.6594928626939671,0.005404201604775049,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""max_depth"": 14, ""max_features"": 0.7, ""max_samples"": 0.5, ""min_samples_leaf"": 20, ""min_samples_split"": 50}","[0.6599624673961391, 0.6604344462494716, 0.6591823762257994, 0.6504508190146339, 0.6674342045837917]"
0.6609211399526037,400,0.6533074473663787,0.006096342963289305,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""max_depth"": null, ""max_features"": 0.7, ""max_samples"": 0.5, ""min_samples_leaf"": 20, ""min_samples_split"": 50}","[0.6584765650277126, 0.6512998977794582, 0.6435007945796961, 0.6523388394924227, 0.6609211399526037]"
